BetterThanMed,WorseThanMed,Percentage,ProbOfMiss
9326,1349,87.36% - 12.64%,1.54
9327,1348,87.37% - 12.63%,1.53
9328,1347,87.38% - 12.62%,1.53
9329,1346,87.39% - 12.61%,1.53
9330,1345,87.4% - 12.6%,1.53
9331,1344,87.41% - 12.59%,1.52
9332,1343,87.42% - 12.58%,1.52
9333,1342,87.43% - 12.57%,1.52
9334,1341,87.44% - 12.56%,1.51
9335,1340,87.45% - 12.55%,1.51
9336,1339,87.46% - 12.54%,1.51
9337,1338,87.47% - 12.53%,1.5
9338,1337,87.48% - 12.52%,1.5
9339,1336,87.48% - 12.52%,1.5
9340,1335,87.49% - 12.51%,1.5
9341,1334,87.5% - 12.5%,1.49
9342,1333,87.51% - 12.49%,1.49
9343,1332,87.52% - 12.48%,1.49
9344,1331,87.53% - 12.47%,1.48
9345,1330,87.54% - 12.46%,1.48
9346,1329,87.55% - 12.45%,1.48
9347,1328,87.56% - 12.44%,1.47
9348,1327,87.57% - 12.43%,1.47
9349,1326,87.58% - 12.42%,1.47
9350,1325,87.59% - 12.41%,1.46
9351,1324,87.6% - 12.4%,1.46
9352,1323,87.61% - 12.39%,1.46
9353,1322,87.62% - 12.38%,1.46
9354,1321,87.63% - 12.37%,1.45
9355,1320,87.63% - 12.37%,1.45
9356,1319,87.64% - 12.36%,1.45
9357,1318,87.65% - 12.35%,1.44
9358,1317,87.66% - 12.34%,1.44
9359,1316,87.67% - 12.33%,1.44
9360,1315,87.68% - 12.32%,1.44
9361,1314,87.69% - 12.31%,1.43
9362,1313,87.7% - 12.3%,1.43
9363,1312,87.71% - 12.29%,1.43
9364,1311,87.72% - 12.28%,1.42
9365,1310,87.73% - 12.27%,1.42
9366,1309,87.74% - 12.26%,1.42
9367,1308,87.75% - 12.25%,1.41
9368,1307,87.76% - 12.24%,1.41
9369,1306,87.77% - 12.23%,1.41
9370,1305,87.78% - 12.22%,1.41
9371,1304,87.78% - 12.22%,1.4
9372,1303,87.79% - 12.21%,1.4
9373,1302,87.8% - 12.2%,1.4
9374,1301,87.81% - 12.19%,1.39
9375,1300,87.82% - 12.18%,1.39
9376,1299,87.83% - 12.17%,1.39
9377,1298,87.84% - 12.16%,1.39
9378,1297,87.85% - 12.15%,1.38
9379,1296,87.86% - 12.14%,1.38
9380,1295,87.87% - 12.13%,1.38
9381,1294,87.88% - 12.12%,1.37
9382,1293,87.89% - 12.11%,1.37
9383,1292,87.9% - 12.1%,1.37
9384,1291,87.91% - 12.09%,1.36
9385,1290,87.92% - 12.08%,1.36
9386,1289,87.93% - 12.07%,1.36
9387,1288,87.93% - 12.07%,1.36
9388,1287,87.94% - 12.06%,1.35
9389,1286,87.95% - 12.05%,1.35
9390,1285,87.96% - 12.04%,1.35
9391,1284,87.97% - 12.03%,1.34
9392,1283,87.98% - 12.02%,1.34
9393,1282,87.99% - 12.01%,1.34
9394,1281,88.0% - 12.0%,1.34
9395,1280,88.01% - 11.99%,1.33
9396,1279,88.02% - 11.98%,1.33
9397,1278,88.03% - 11.97%,1.33
9398,1277,88.04% - 11.96%,1.32
9399,1276,88.05% - 11.95%,1.32
9400,1275,88.06% - 11.94%,1.32
9401,1274,88.07% - 11.93%,1.32
9402,1273,88.07% - 11.93%,1.31
9403,1272,88.08% - 11.92%,1.31
9404,1271,88.09% - 11.91%,1.31
9405,1270,88.1% - 11.9%,1.31
9406,1269,88.11% - 11.89%,1.3
9407,1268,88.12% - 11.88%,1.3
9408,1267,88.13% - 11.87%,1.3
9409,1266,88.14% - 11.86%,1.29
9410,1265,88.15% - 11.85%,1.29
9411,1264,88.16% - 11.84%,1.29
9412,1263,88.17% - 11.83%,1.29
9413,1262,88.18% - 11.82%,1.28
9414,1261,88.19% - 11.81%,1.28
9415,1260,88.2% - 11.8%,1.28
9416,1259,88.21% - 11.79%,1.27
9417,1258,88.22% - 11.78%,1.27
9418,1257,88.22% - 11.78%,1.27
9419,1256,88.23% - 11.77%,1.27
9420,1255,88.24% - 11.76%,1.26
9421,1254,88.25% - 11.75%,1.26
9422,1253,88.26% - 11.74%,1.26
9423,1252,88.27% - 11.73%,1.26
9424,1251,88.28% - 11.72%,1.25
9425,1250,88.29% - 11.71%,1.25
9426,1249,88.3% - 11.7%,1.25
9427,1248,88.31% - 11.69%,1.24
9428,1247,88.32% - 11.68%,1.24
9429,1246,88.33% - 11.67%,1.24
9430,1245,88.34% - 11.66%,1.24
9431,1244,88.35% - 11.65%,1.23
9432,1243,88.36% - 11.64%,1.23
9433,1242,88.37% - 11.63%,1.23
9434,1241,88.37% - 11.63%,1.23
9435,1240,88.38% - 11.62%,1.22
9436,1239,88.39% - 11.61%,1.22
9437,1238,88.4% - 11.6%,1.22
9438,1237,88.41% - 11.59%,1.21
9439,1236,88.42% - 11.58%,1.21
9440,1235,88.43% - 11.57%,1.21
9441,1234,88.44% - 11.56%,1.21
9442,1233,88.45% - 11.55%,1.2
9443,1232,88.46% - 11.54%,1.2
9444,1231,88.47% - 11.53%,1.2
9445,1230,88.48% - 11.52%,1.2
9446,1229,88.49% - 11.51%,1.19
9447,1228,88.5% - 11.5%,1.19
9448,1227,88.51% - 11.49%,1.19
9449,1226,88.52% - 11.48%,1.18
9450,1225,88.52% - 11.48%,1.18
9451,1224,88.53% - 11.47%,1.18
9452,1223,88.54% - 11.46%,1.18
9453,1222,88.55% - 11.45%,1.17
9454,1221,88.56% - 11.44%,1.17
9455,1220,88.57% - 11.43%,1.17
9456,1219,88.58% - 11.42%,1.17
9457,1218,88.59% - 11.41%,1.16
9458,1217,88.6% - 11.4%,1.16
9459,1216,88.61% - 11.39%,1.16
9460,1215,88.62% - 11.38%,1.16
9461,1214,88.63% - 11.37%,1.15
9462,1213,88.64% - 11.36%,1.15
9463,1212,88.65% - 11.35%,1.15
9464,1211,88.66% - 11.34%,1.15
9465,1210,88.67% - 11.33%,1.14
9466,1209,88.67% - 11.33%,1.14
9467,1208,88.68% - 11.32%,1.14
9468,1207,88.69% - 11.31%,1.14
9469,1206,88.7% - 11.3%,1.13
9470,1205,88.71% - 11.29%,1.13
9471,1204,88.72% - 11.28%,1.13
9472,1203,88.73% - 11.27%,1.12
9473,1202,88.74% - 11.26%,1.12
9474,1201,88.75% - 11.25%,1.12
9475,1200,88.76% - 11.24%,1.12
9476,1199,88.77% - 11.23%,1.11
9477,1198,88.78% - 11.22%,1.11
9478,1197,88.79% - 11.21%,1.11
9479,1196,88.8% - 11.2%,1.11
9480,1195,88.81% - 11.19%,1.1
9481,1194,88.81% - 11.19%,1.1
9482,1193,88.82% - 11.18%,1.1
9483,1192,88.83% - 11.17%,1.1
9484,1191,88.84% - 11.16%,1.09
9485,1190,88.85% - 11.15%,1.09
9486,1189,88.86% - 11.14%,1.09
9487,1188,88.87% - 11.13%,1.09
9488,1187,88.88% - 11.12%,1.08
9489,1186,88.89% - 11.11%,1.08
9490,1185,88.9% - 11.1%,1.08
9491,1184,88.91% - 11.09%,1.08
9492,1183,88.92% - 11.08%,1.07
9493,1182,88.93% - 11.07%,1.07
9494,1181,88.94% - 11.06%,1.07
9495,1180,88.95% - 11.05%,1.07
9496,1179,88.96% - 11.04%,1.06
9497,1178,88.96% - 11.04%,1.06
9498,1177,88.97% - 11.03%,1.06
9499,1176,88.98% - 11.02%,1.06
9500,1175,88.99% - 11.01%,1.05
9501,1174,89.0% - 11.0%,1.05
9502,1173,89.01% - 10.99%,1.05
9503,1172,89.02% - 10.98%,1.05
9504,1171,89.03% - 10.97%,1.04
9505,1170,89.04% - 10.96%,1.04
9506,1169,89.05% - 10.95%,1.04
9507,1168,89.06% - 10.94%,1.04
9508,1167,89.07% - 10.93%,1.03
9509,1166,89.08% - 10.92%,1.03
9510,1165,89.09% - 10.91%,1.03
9511,1164,89.1% - 10.9%,1.03
9512,1163,89.11% - 10.89%,1.02
9513,1162,89.11% - 10.89%,1.02
9514,1161,89.12% - 10.88%,1.02
9515,1160,89.13% - 10.87%,1.02
9516,1159,89.14% - 10.86%,1.02
9517,1158,89.15% - 10.85%,1.01
9518,1157,89.16% - 10.84%,1.01
9519,1156,89.17% - 10.83%,1.01
9520,1155,89.18% - 10.82%,1.01
9521,1154,89.19% - 10.81%,1.0
9522,1153,89.2% - 10.8%,1.0
9523,1152,89.21% - 10.79%,1.0
9524,1151,89.22% - 10.78%,1.0
9525,1150,89.23% - 10.77%,0.99
9526,1149,89.24% - 10.76%,0.99
9527,1148,89.25% - 10.75%,0.99
9528,1147,89.26% - 10.74%,0.99
9529,1146,89.26% - 10.74%,0.98
9530,1145,89.27% - 10.73%,0.98
9531,1144,89.28% - 10.72%,0.98
9532,1143,89.29% - 10.71%,0.98
9533,1142,89.3% - 10.7%,0.97
9534,1141,89.31% - 10.69%,0.97
9535,1140,89.32% - 10.68%,0.97
9536,1139,89.33% - 10.67%,0.97
9537,1138,89.34% - 10.66%,0.97
9538,1137,89.35% - 10.65%,0.96
9539,1136,89.36% - 10.64%,0.96
9540,1135,89.37% - 10.63%,0.96
9541,1134,89.38% - 10.62%,0.96
9542,1133,89.39% - 10.61%,0.95
9543,1132,89.4% - 10.6%,0.95
9544,1131,89.41% - 10.59%,0.95
9545,1130,89.41% - 10.59%,0.95
9546,1129,89.42% - 10.58%,0.94
9547,1128,89.43% - 10.57%,0.94
9548,1127,89.44% - 10.56%,0.94
9549,1126,89.45% - 10.55%,0.94
9550,1125,89.46% - 10.54%,0.94
9551,1124,89.47% - 10.53%,0.93
9552,1123,89.48% - 10.52%,0.93
9553,1122,89.49% - 10.51%,0.93
9554,1121,89.5% - 10.5%,0.93
9555,1120,89.51% - 10.49%,0.92
9556,1119,89.52% - 10.48%,0.92
9557,1118,89.53% - 10.47%,0.92
9558,1117,89.54% - 10.46%,0.92
9559,1116,89.55% - 10.45%,0.91
9560,1115,89.56% - 10.44%,0.91
9561,1114,89.56% - 10.44%,0.91
9562,1113,89.57% - 10.43%,0.91
9563,1112,89.58% - 10.42%,0.91
9564,1111,89.59% - 10.41%,0.9
9565,1110,89.6% - 10.4%,0.9
9566,1109,89.61% - 10.39%,0.9
9567,1108,89.62% - 10.38%,0.9
9568,1107,89.63% - 10.37%,0.89
9569,1106,89.64% - 10.36%,0.89
9570,1105,89.65% - 10.35%,0.89
9571,1104,89.66% - 10.34%,0.89
9572,1103,89.67% - 10.33%,0.89
9573,1102,89.68% - 10.32%,0.88
9574,1101,89.69% - 10.31%,0.88
9575,1100,89.7% - 10.3%,0.88
9576,1099,89.7% - 10.3%,0.88
9577,1098,89.71% - 10.29%,0.87
9578,1097,89.72% - 10.28%,0.87
9579,1096,89.73% - 10.27%,0.87
9580,1095,89.74% - 10.26%,0.87
9581,1094,89.75% - 10.25%,0.87
9582,1093,89.76% - 10.24%,0.86
9583,1092,89.77% - 10.23%,0.86
9584,1091,89.78% - 10.22%,0.86
9585,1090,89.79% - 10.21%,0.86
9586,1089,89.8% - 10.2%,0.85
9587,1088,89.81% - 10.19%,0.85
9588,1087,89.82% - 10.18%,0.85
9589,1086,89.83% - 10.17%,0.85
9590,1085,89.84% - 10.16%,0.85
9591,1084,89.85% - 10.15%,0.84
9592,1083,89.85% - 10.15%,0.84
9593,1082,89.86% - 10.14%,0.84
9594,1081,89.87% - 10.13%,0.84
9595,1080,89.88% - 10.12%,0.83
9596,1079,89.89% - 10.11%,0.83
9597,1078,89.9% - 10.1%,0.83
9598,1077,89.91% - 10.09%,0.83
9599,1076,89.92% - 10.08%,0.83
9600,1075,89.93% - 10.07%,0.82
9601,1074,89.94% - 10.06%,0.82
9602,1073,89.95% - 10.05%,0.82
9603,1072,89.96% - 10.04%,0.82
9604,1071,89.97% - 10.03%,0.82
9605,1070,89.98% - 10.02%,0.81
9606,1069,89.99% - 10.01%,0.81
9607,1068,90.0% - 10.0%,0.81
9608,1067,90.0% - 10.0%,0.81
9609,1066,90.01% - 9.99%,0.81
9610,1065,90.02% - 9.98%,0.8
9611,1064,90.03% - 9.97%,0.8
9612,1063,90.04% - 9.96%,0.8
9613,1062,90.05% - 9.95%,0.8
9614,1061,90.06% - 9.94%,0.79
9615,1060,90.07% - 9.93%,0.79
9616,1059,90.08% - 9.92%,0.79
9617,1058,90.09% - 9.91%,0.79
9618,1057,90.1% - 9.9%,0.79
9619,1056,90.11% - 9.89%,0.78
9620,1055,90.12% - 9.88%,0.78
9621,1054,90.13% - 9.87%,0.78
9622,1053,90.14% - 9.86%,0.78
9623,1052,90.15% - 9.85%,0.78
9624,1051,90.15% - 9.85%,0.77
9625,1050,90.16% - 9.84%,0.77
9626,1049,90.17% - 9.83%,0.77
9627,1048,90.18% - 9.82%,0.77
9628,1047,90.19% - 9.81%,0.77
9629,1046,90.2% - 9.8%,0.76
9630,1045,90.21% - 9.79%,0.76
9631,1044,90.22% - 9.78%,0.76
9632,1043,90.23% - 9.77%,0.76
9633,1042,90.24% - 9.76%,0.76
9634,1041,90.25% - 9.75%,0.75
9635,1040,90.26% - 9.74%,0.75
9636,1039,90.27% - 9.73%,0.75
9637,1038,90.28% - 9.72%,0.75
9638,1037,90.29% - 9.71%,0.75
9639,1036,90.3% - 9.7%,0.74
9640,1035,90.3% - 9.7%,0.74
9641,1034,90.31% - 9.69%,0.74
9642,1033,90.32% - 9.68%,0.74
9643,1032,90.33% - 9.67%,0.74
9644,1031,90.34% - 9.66%,0.73
9645,1030,90.35% - 9.65%,0.73
9646,1029,90.36% - 9.64%,0.73
9647,1028,90.37% - 9.63%,0.73
9648,1027,90.38% - 9.62%,0.73
9649,1026,90.39% - 9.61%,0.72
9650,1025,90.4% - 9.6%,0.72
9651,1024,90.41% - 9.59%,0.72
9652,1023,90.42% - 9.58%,0.72
9653,1022,90.43% - 9.57%,0.72
9654,1021,90.44% - 9.56%,0.71
9655,1020,90.44% - 9.56%,0.71
9656,1019,90.45% - 9.55%,0.71
9657,1018,90.46% - 9.54%,0.71
9658,1017,90.47% - 9.53%,0.71
9659,1016,90.48% - 9.52%,0.7
9660,1015,90.49% - 9.51%,0.7
9661,1014,90.5% - 9.5%,0.7
9662,1013,90.51% - 9.49%,0.7
9663,1012,90.52% - 9.48%,0.7
9664,1011,90.53% - 9.47%,0.69
9665,1010,90.54% - 9.46%,0.69
9666,1009,90.55% - 9.45%,0.69
9667,1008,90.56% - 9.44%,0.69
9668,1007,90.57% - 9.43%,0.69
9669,1006,90.58% - 9.42%,0.69
9670,1005,90.59% - 9.41%,0.68
9671,1004,90.59% - 9.41%,0.68
9672,1003,90.6% - 9.4%,0.68
9673,1002,90.61% - 9.39%,0.68
9674,1001,90.62% - 9.38%,0.68
9675,1000,90.63% - 9.37%,0.67
9676,999,90.64% - 9.36%,0.67
9677,998,90.65% - 9.35%,0.67
9678,997,90.66% - 9.34%,0.67
9679,996,90.67% - 9.33%,0.67
9680,995,90.68% - 9.32%,0.66
9681,994,90.69% - 9.31%,0.66
9682,993,90.7% - 9.3%,0.66
9683,992,90.71% - 9.29%,0.66
9684,991,90.72% - 9.28%,0.66
9685,990,90.73% - 9.27%,0.66
9686,989,90.74% - 9.26%,0.65
9687,988,90.74% - 9.26%,0.65
9688,987,90.75% - 9.25%,0.65
9689,986,90.76% - 9.24%,0.65
9690,985,90.77% - 9.23%,0.65
9691,984,90.78% - 9.22%,0.64
9692,983,90.79% - 9.21%,0.64
9693,982,90.8% - 9.2%,0.64
9694,981,90.81% - 9.19%,0.64
9695,980,90.82% - 9.18%,0.64
9696,979,90.83% - 9.17%,0.63
9697,978,90.84% - 9.16%,0.63
9698,977,90.85% - 9.15%,0.63
9699,976,90.86% - 9.14%,0.63
9700,975,90.87% - 9.13%,0.63
9701,974,90.88% - 9.12%,0.63
9702,973,90.89% - 9.11%,0.62
9703,972,90.89% - 9.11%,0.62
9704,971,90.9% - 9.1%,0.62
9705,970,90.91% - 9.09%,0.62
9706,969,90.92% - 9.08%,0.62
9707,968,90.93% - 9.07%,0.62
9708,967,90.94% - 9.06%,0.61
9709,966,90.95% - 9.05%,0.61
9710,965,90.96% - 9.04%,0.61
9711,964,90.97% - 9.03%,0.61
9712,963,90.98% - 9.02%,0.61
9713,962,90.99% - 9.01%,0.6
9714,961,91.0% - 9.0%,0.6
9715,960,91.01% - 8.99%,0.6
9716,959,91.02% - 8.98%,0.6
9717,958,91.03% - 8.97%,0.6
9718,957,91.04% - 8.96%,0.6
9719,956,91.04% - 8.96%,0.59
9720,955,91.05% - 8.95%,0.59
9721,954,91.06% - 8.94%,0.59
9722,953,91.07% - 8.93%,0.59
9723,952,91.08% - 8.92%,0.59
9724,951,91.09% - 8.91%,0.59
9725,950,91.1% - 8.9%,0.58
9726,949,91.11% - 8.89%,0.58
9727,948,91.12% - 8.88%,0.58
9728,947,91.13% - 8.87%,0.58
9729,946,91.14% - 8.86%,0.58
9730,945,91.15% - 8.85%,0.57
9731,944,91.16% - 8.84%,0.57
9732,943,91.17% - 8.83%,0.57
9733,942,91.18% - 8.82%,0.57
9734,941,91.19% - 8.81%,0.57
9735,940,91.19% - 8.81%,0.57
9736,939,91.2% - 8.8%,0.56
9737,938,91.21% - 8.79%,0.56
9738,937,91.22% - 8.78%,0.56
9739,936,91.23% - 8.77%,0.56
9740,935,91.24% - 8.76%,0.56
9741,934,91.25% - 8.75%,0.56
9742,933,91.26% - 8.74%,0.55
9743,932,91.27% - 8.73%,0.55
9744,931,91.28% - 8.72%,0.55
9745,930,91.29% - 8.71%,0.55
9746,929,91.3% - 8.7%,0.55
9747,928,91.31% - 8.69%,0.55
9748,927,91.32% - 8.68%,0.54
9749,926,91.33% - 8.67%,0.54
9750,925,91.33% - 8.67%,0.54
9751,924,91.34% - 8.66%,0.54
9752,923,91.35% - 8.65%,0.54
9753,922,91.36% - 8.64%,0.54
9754,921,91.37% - 8.63%,0.53
9755,920,91.38% - 8.62%,0.53
9756,919,91.39% - 8.61%,0.53
9757,918,91.4% - 8.6%,0.53
9758,917,91.41% - 8.59%,0.53
9759,916,91.42% - 8.58%,0.53
9760,915,91.43% - 8.57%,0.53
9761,914,91.44% - 8.56%,0.52
9762,913,91.45% - 8.55%,0.52
9763,912,91.46% - 8.54%,0.52
9764,911,91.47% - 8.53%,0.52
9765,910,91.48% - 8.52%,0.52
9766,909,91.48% - 8.52%,0.52
9767,908,91.49% - 8.51%,0.51
9768,907,91.5% - 8.5%,0.51
9769,906,91.51% - 8.49%,0.51
9770,905,91.52% - 8.48%,0.51
9771,904,91.53% - 8.47%,0.51
9772,903,91.54% - 8.46%,0.51
9773,902,91.55% - 8.45%,0.5
9774,901,91.56% - 8.44%,0.5
9775,900,91.57% - 8.43%,0.5
9776,899,91.58% - 8.42%,0.5
9777,898,91.59% - 8.41%,0.5
9778,897,91.6% - 8.4%,0.5
9779,896,91.61% - 8.39%,0.49
9780,895,91.62% - 8.38%,0.49
9781,894,91.63% - 8.37%,0.49
9782,893,91.63% - 8.37%,0.49
9783,892,91.64% - 8.36%,0.49
9784,891,91.65% - 8.35%,0.49
9785,890,91.66% - 8.34%,0.49
9786,889,91.67% - 8.33%,0.48
9787,888,91.68% - 8.32%,0.48
9788,887,91.69% - 8.31%,0.48
9789,886,91.7% - 8.3%,0.48
9790,885,91.71% - 8.29%,0.48
9791,884,91.72% - 8.28%,0.48
9792,883,91.73% - 8.27%,0.47
9793,882,91.74% - 8.26%,0.47
9794,881,91.75% - 8.25%,0.47
9795,880,91.76% - 8.24%,0.47
9796,879,91.77% - 8.23%,0.47
9797,878,91.78% - 8.22%,0.47
9798,877,91.78% - 8.22%,0.47
9799,876,91.79% - 8.21%,0.46
9800,875,91.8% - 8.2%,0.46
9801,874,91.81% - 8.19%,0.46
9802,873,91.82% - 8.18%,0.46
9803,872,91.83% - 8.17%,0.46
9804,871,91.84% - 8.16%,0.46
9805,870,91.85% - 8.15%,0.46
9806,869,91.86% - 8.14%,0.45
9807,868,91.87% - 8.13%,0.45
9808,867,91.88% - 8.12%,0.45
9809,866,91.89% - 8.11%,0.45
9810,865,91.9% - 8.1%,0.45
9811,864,91.91% - 8.09%,0.45
9812,863,91.92% - 8.08%,0.45
9813,862,91.93% - 8.07%,0.44
9814,861,91.93% - 8.07%,0.44
9815,860,91.94% - 8.06%,0.44
9816,859,91.95% - 8.05%,0.44
9817,858,91.96% - 8.04%,0.44
9818,857,91.97% - 8.03%,0.44
9819,856,91.98% - 8.02%,0.44
9820,855,91.99% - 8.01%,0.43
9821,854,92.0% - 8.0%,0.43
9822,853,92.01% - 7.99%,0.43
9823,852,92.02% - 7.98%,0.43
9824,851,92.03% - 7.97%,0.43
9825,850,92.04% - 7.96%,0.43
9826,849,92.05% - 7.95%,0.43
9827,848,92.06% - 7.94%,0.42
9828,847,92.07% - 7.93%,0.42
9829,846,92.07% - 7.93%,0.42
9830,845,92.08% - 7.92%,0.42
9831,844,92.09% - 7.91%,0.42
9832,843,92.1% - 7.9%,0.42
9833,842,92.11% - 7.89%,0.42
9834,841,92.12% - 7.88%,0.41
9835,840,92.13% - 7.87%,0.41
9836,839,92.14% - 7.86%,0.41
9837,838,92.15% - 7.85%,0.41
9838,837,92.16% - 7.84%,0.41
9839,836,92.17% - 7.83%,0.41
9840,835,92.18% - 7.82%,0.41
9841,834,92.19% - 7.81%,0.4
9842,833,92.2% - 7.8%,0.4
9843,832,92.21% - 7.79%,0.4
9844,831,92.22% - 7.78%,0.4
9845,830,92.22% - 7.78%,0.4
9846,829,92.23% - 7.77%,0.4
9847,828,92.24% - 7.76%,0.4
9848,827,92.25% - 7.75%,0.39
9849,826,92.26% - 7.74%,0.39
9850,825,92.27% - 7.73%,0.39
9851,824,92.28% - 7.72%,0.39
9852,823,92.29% - 7.71%,0.39
9853,822,92.3% - 7.7%,0.39
9854,821,92.31% - 7.69%,0.39
9855,820,92.32% - 7.68%,0.39
9856,819,92.33% - 7.67%,0.38
9857,818,92.34% - 7.66%,0.38
9858,817,92.35% - 7.65%,0.38
9859,816,92.36% - 7.64%,0.38
9860,815,92.37% - 7.63%,0.38
9861,814,92.37% - 7.63%,0.38
9862,813,92.38% - 7.62%,0.38
9863,812,92.39% - 7.61%,0.37
9864,811,92.4% - 7.6%,0.37
9865,810,92.41% - 7.59%,0.37
9866,809,92.42% - 7.58%,0.37
9867,808,92.43% - 7.57%,0.37
9868,807,92.44% - 7.56%,0.37
9869,806,92.45% - 7.55%,0.37
9870,805,92.46% - 7.54%,0.37
9871,804,92.47% - 7.53%,0.36
9872,803,92.48% - 7.52%,0.36
9873,802,92.49% - 7.51%,0.36
9874,801,92.5% - 7.5%,0.36
9875,800,92.51% - 7.49%,0.36
9876,799,92.52% - 7.48%,0.36
9877,798,92.52% - 7.48%,0.36
9878,797,92.53% - 7.47%,0.36
9879,796,92.54% - 7.46%,0.35
9880,795,92.55% - 7.45%,0.35
9881,794,92.56% - 7.44%,0.35
9882,793,92.57% - 7.43%,0.35
9883,792,92.58% - 7.42%,0.35
9884,791,92.59% - 7.41%,0.35
9885,790,92.6% - 7.4%,0.35
9886,789,92.61% - 7.39%,0.35
9887,788,92.62% - 7.38%,0.34
9888,787,92.63% - 7.37%,0.34
9889,786,92.64% - 7.36%,0.34
9890,785,92.65% - 7.35%,0.34
9891,784,92.66% - 7.34%,0.34
9892,783,92.67% - 7.33%,0.34
9893,782,92.67% - 7.33%,0.34
9894,781,92.68% - 7.32%,0.34
9895,780,92.69% - 7.31%,0.33
9896,779,92.7% - 7.3%,0.33
9897,778,92.71% - 7.29%,0.33
9898,777,92.72% - 7.28%,0.33
9899,776,92.73% - 7.27%,0.33
9900,775,92.74% - 7.26%,0.33
9901,774,92.75% - 7.25%,0.33
9902,773,92.76% - 7.24%,0.33
9903,772,92.77% - 7.23%,0.32
9904,771,92.78% - 7.22%,0.32
9905,770,92.79% - 7.21%,0.32
9906,769,92.8% - 7.2%,0.32
9907,768,92.81% - 7.19%,0.32
9908,767,92.81% - 7.19%,0.32
9909,766,92.82% - 7.18%,0.32
9910,765,92.83% - 7.17%,0.32
9911,764,92.84% - 7.16%,0.32
9912,763,92.85% - 7.15%,0.31
9913,762,92.86% - 7.14%,0.31
9914,761,92.87% - 7.13%,0.31
9915,760,92.88% - 7.12%,0.31
9916,759,92.89% - 7.11%,0.31
9917,758,92.9% - 7.1%,0.31
9918,757,92.91% - 7.09%,0.31
9919,756,92.92% - 7.08%,0.31
9920,755,92.93% - 7.07%,0.3
9921,754,92.94% - 7.06%,0.3
9922,753,92.95% - 7.05%,0.3
9923,752,92.96% - 7.04%,0.3
9924,751,92.96% - 7.04%,0.3
9925,750,92.97% - 7.03%,0.3
9926,749,92.98% - 7.02%,0.3
9927,748,92.99% - 7.01%,0.3
9928,747,93.0% - 7.0%,0.3
9929,746,93.01% - 6.99%,0.29
9930,745,93.02% - 6.98%,0.29
9931,744,93.03% - 6.97%,0.29
9932,743,93.04% - 6.96%,0.29
9933,742,93.05% - 6.95%,0.29
9934,741,93.06% - 6.94%,0.29
9935,740,93.07% - 6.93%,0.29
9936,739,93.08% - 6.92%,0.29
9937,738,93.09% - 6.91%,0.29
9938,737,93.1% - 6.9%,0.28
9939,736,93.11% - 6.89%,0.28
9940,735,93.11% - 6.89%,0.28
9941,734,93.12% - 6.88%,0.28
9942,733,93.13% - 6.87%,0.28
9943,732,93.14% - 6.86%,0.28
9944,731,93.15% - 6.85%,0.28
9945,730,93.16% - 6.84%,0.28
9946,729,93.17% - 6.83%,0.28
9947,728,93.18% - 6.82%,0.27
9948,727,93.19% - 6.81%,0.27
9949,726,93.2% - 6.8%,0.27
9950,725,93.21% - 6.79%,0.27
9951,724,93.22% - 6.78%,0.27
9952,723,93.23% - 6.77%,0.27
9953,722,93.24% - 6.76%,0.27
9954,721,93.25% - 6.75%,0.27
9955,720,93.26% - 6.74%,0.27
9956,719,93.26% - 6.74%,0.26
9957,718,93.27% - 6.73%,0.26
9958,717,93.28% - 6.72%,0.26
9959,716,93.29% - 6.71%,0.26
9960,715,93.3% - 6.7%,0.26
9961,714,93.31% - 6.69%,0.26
9962,713,93.32% - 6.68%,0.26
9963,712,93.33% - 6.67%,0.26
9964,711,93.34% - 6.66%,0.26
9965,710,93.35% - 6.65%,0.26
9966,709,93.36% - 6.64%,0.25
9967,708,93.37% - 6.63%,0.25
9968,707,93.38% - 6.62%,0.25
9969,706,93.39% - 6.61%,0.25
9970,705,93.4% - 6.6%,0.25
9971,704,93.41% - 6.59%,0.25
9972,703,93.41% - 6.59%,0.25
9973,702,93.42% - 6.58%,0.25
9974,701,93.43% - 6.57%,0.25
9975,700,93.44% - 6.56%,0.25
9976,699,93.45% - 6.55%,0.24
9977,698,93.46% - 6.54%,0.24
9978,697,93.47% - 6.53%,0.24
9979,696,93.48% - 6.52%,0.24
9980,695,93.49% - 6.51%,0.24
9981,694,93.5% - 6.5%,0.24
9982,693,93.51% - 6.49%,0.24
9983,692,93.52% - 6.48%,0.24
9984,691,93.53% - 6.47%,0.24
9985,690,93.54% - 6.46%,0.24
9986,689,93.55% - 6.45%,0.23
9987,688,93.56% - 6.44%,0.23
9988,687,93.56% - 6.44%,0.23
9989,686,93.57% - 6.43%,0.23
9990,685,93.58% - 6.42%,0.23
9991,684,93.59% - 6.41%,0.23
9992,683,93.6% - 6.4%,0.23
9993,682,93.61% - 6.39%,0.23
9994,681,93.62% - 6.38%,0.23
9995,680,93.63% - 6.37%,0.23
9996,679,93.64% - 6.36%,0.22
9997,678,93.65% - 6.35%,0.22
9998,677,93.66% - 6.34%,0.22
9999,676,93.67% - 6.33%,0.22
10000,675,93.68% - 6.32%,0.22
10001,674,93.69% - 6.31%,0.22
10002,673,93.7% - 6.3%,0.22
10003,672,93.7% - 6.3%,0.22
10004,671,93.71% - 6.29%,0.22
10005,670,93.72% - 6.28%,0.22
10006,669,93.73% - 6.27%,0.22
